晓致,35314993,22,1,210200,呵呵,窃取他人劳动成果，小的说是品德问题，大的说是违法行为。不明白你的三观是在怎样的环境下培养起来的，但是请你不要以小人之心度君子之腹。做为一个音乐人，恐怕谁也不想这样红起来,1567976669,0,2019-07-24 15:45:11
悦月越粤,1641833055,0,2,810100,,她侵权是事实，不需要黑,1567942324,0,2019-07-24 15:43:44
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,友军复读机,1567974641,0,2019-07-24 15:43:41
521xjj,1710990784,0,1,1004200,,花粥  不看不知道 一看吓一跳[弱][多多捂脸],1567932394,0,2019-07-24 15:43:09
mrbst,1461496865,0,1,370100,wow,好你个头，平白无故叫我干嘛，你要表演删别人评超能力吗,1567930409,0,2019-07-24 15:43:00
辛夷往昔,75135819,0,2,100,,OK,1567968702,0,2019-07-24 15:42:06
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,停了,1567969659,0,2019-07-24 15:42:06
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,好了,1567963900,0,2019-07-24 15:42:01
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,没了,1567968699,0,2019-07-24 15:41:53
辛夷往昔,75135819,0,2,100,,你说话还一段一段的,1567949162,0,2019-07-24 15:41:42
悦月越粤,1641833055,0,2,810100,,中国的，怎么了,1567930384,2,2019-07-24 15:41:29
mrbst,1461496865,0,1,370100,wow,海星，那人没我事我撤了,1567928386,0,2019-07-24 15:41:28
辛夷往昔,75135819,0,2,100,,被举报,1567930374,0,2019-07-24 15:41:07
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,完了,1567954998,0,2019-07-24 15:40:47
悦月越粤,1641833055,0,2,810100,,很多吧，像侵权不道歉，hz也没花钱之类的,1567961884,0,2019-07-24 15:40:28
辛夷往昔,75135819,0,2,100,,我都觉得你的头像像乌鸦哈哈,1567967664,0,2019-07-24 15:40:23
卩耒,1524017065,16,1,621100,日子还得过,我赞同，花粥确实违背了原则，你们可以骂，大胆的骂，但是不能在一首歌的评论区里面骂，一首歌的评论区是用来发我们的感悟，听后感，的，绝对不是声张正义的地方,1567961876,0,2019-07-24 15:40:10
辛夷往昔,75135819,0,2,100,,P的怎么像乌鸦哈哈,1567968672,0,2019-07-24 15:40:05
辛夷往昔,75135819,0,2,100,,哦明白哈哈,1567964824,0,2019-07-24 15:39:09
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,因为偏向程度深,1567920399,0,2019-07-24 15:38:57
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,掉颜色了,1567954950,0,2019-07-24 15:38:22
祝君坐拥孤独,612546903,0,1,431300,骗子。,人不一定都是坏的只能说都有些自私吧。可以卑微，可以平凡，却不可扭曲自己，违背原则，这是做人的基本要求。,1567960865,0,2019-07-24 15:38:07
mrbst,1461496865,0,1,370100,wow,告诉我，和我什么关系,1567976533,0,2019-07-24 15:38:04
段骁健,84189386,28,1,1000100,你同情的眼光，我特别的欣赏,哪首歌侵权了,1569546691,0,2019-07-25 20:10:20
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,大夏天，病疯了？！,1569517411,0,2019-07-25 20:09:32
网名不好起的哇,1552414007,11,1,441900,每天保持好心情做好自己 ok,嗯？薛之谦?,1569559596,0,2019-07-25 20:09:06
人道是--卿安在-血意天途,1443194849,15,2,330100,善哉!大暴恶天!如此轻狂，如此骄傲，如此不羁，如此无畏，如此释然，如此威赫!敬礼我大暴恶天Rudra。你的精神品质必将亘古长存，超脱这世上一切的一切，你必将与神佛鬼魔同在，这是命运使然，尽管这些尽是你所鄙恶的，但三年来不变的是你像天地鬼神诸天仙佛的品质，那种神性，你曾如此在心里夸耀自己，更坚定了信念，只是未曾料想曾经所敬畏的是不变的愚钝虚伪古板，就像你心中一直所觉的那样是那么的真实，有些事情你总是了然于心，像深水中的蟹一样静静蛰伏着。所谓举头三尺有神明，不过如此吗？他们竟不自知，他们那样喜欢用古老的经文种种颂词，费尽心思经营“赞善”，世人知其虚伪实为只知其一不知其二为收割，万般可笑皈依敬礼仍为助也……,你仙人掌🌵胡言乱语什么,1569546673,0,2019-07-25 20:09:06
Soloman仙人掌,1497671971,0,2,100,To Be a world citizen,那个动物园，之前只顾喷是红，没想到更加有毒。,1569555577,0,2019-07-25 20:08:42
原来是沐童呀,1774792461,0,1,320600,,花粥只是让原曲更出色而已啊！,1569565548,0,2019-07-25 20:08:30
Soloman仙人掌,1497671971,0,2,100,To Be a world citizen,楼主被逼害之中啊。比逼害你那个明月还疯。,1569554567,0,2019-07-25 20:07:25
万意随悠,357372417,0,1,510100,,本来想着，抄袭败尽了人品道德。这无论如何也是容不起辩驳的。但歌已经写下，听听亦是无妨。可每次放起这歌，却再也没有当初那种感觉不错的韵味了…,1569509447,0,2019-07-25 20:06:24
_小肚子-,375589439,18,2,440200,枕头里藏满了发了霉的梦，梦里住满了无法拥有的人。,兄弟评论区都被你占了，你到底在说啥,1569509443,0,2019-07-25 20:06:22
怡阑珊,75135819,0,2,100,,是而且是老鼠药,1569561513,0,2019-07-25 20:06:05
怡阑珊,75135819,0,2,100,,嘿干嘛了我跟那个人对话了～(￣▽￣～)~,1569553541,0,2019-07-25 20:05:13
